,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,11.706876,11.94575,173.9506,177.5,0.60127354,-3.5493927,"Adams County, IL"
1,17003,10.441948,12.22841,155.15524,181.7,0.97689086,-26.544754,"Alexander County, IL"
2,17005,11.541631,12.49088,171.49525,185.6,0.6979364,-14.104752,"Bond County, IL"
3,17007,13.41191,12.93506,199.28545,192.2,0.4816418,7.085449,"Boone County, IL"
4,17009,11.660743,12.20149,173.26512,181.3,0.63188106,-8.034882,"Brown County, IL"
5,17011,13.500127,13.41962,200.59624,199.4,0.44976836,1.1962433,"Bureau County, IL"
6,17013,11.363729,11.88518,168.85184,176.6,0.6970817,-7.748169,"Calhoun County, IL"
7,17015,14.740186,13.43981,219.02208,199.7,0.44974923,19.322083,"Carroll County, IL"
8,17017,12.938354,13.78304,192.24895,204.8,0.49886394,-12.551056,"Cass County, IL"
9,17019,12.850149,12.96871,190.93832,192.7,0.51318175,-1.761673,"Champaign County, IL"
10,17021,13.110327,13.33213,194.80426,198.1,0.5113076,-3.2957458,"Christian County, IL"
11,17023,11.967805,13.41962,177.82771,199.4,0.65577966,-21.57228,"Clark County, IL"
12,17025,10.977762,11.42081,163.11682,169.7,0.7947298,-6.5831757,"Clay County, IL"
13,17027,11.0673065,11.8448,164.44736,176.0,0.81321114,-11.552643,"Clinton County, IL"
14,17029,12.5508375,13.64171,186.4909,202.70001,0.580712,-16.209106,"Coles County, IL"
15,17033,11.396314,12.06016,169.33601,179.2,0.7335621,-9.863983,"Crawford County, IL"
16,17035,11.399975,12.50434,169.39041,185.8,0.7010159,-16.409592,"Cumberland County, IL"
17,17037,13.040251,12.80046,193.76302,190.2,0.4493577,3.5630188,"DeKalb County, IL"
18,17039,13.365283,13.49365,198.59262,200.50002,0.47086984,-1.9073944,"De Witt County, IL"
19,17041,12.430427,13.84361,184.70174,205.7,0.56734776,-20.99826,"Douglas County, IL"
20,17045,12.852785,12.71297,190.9775,188.9,0.5074245,2.0774994,"Edgar County, IL"
21,17047,11.051393,11.66309,164.21089,173.3,0.8103988,-9.089111,"Edwards County, IL"
22,17049,11.962459,12.84084,177.74828,190.8,0.66444004,-13.051727,"Effingham County, IL"
23,17051,11.3616495,12.24187,168.82094,181.9,0.69939774,-13.079056,"Fayette County, IL"
24,17053,12.488005,12.87449,185.55728,191.3,0.50299466,-5.7427216,"Ford County, IL"
25,17055,9.841344,11.01701,146.23097,163.7,0.9810433,-17.469025,"Franklin County, IL"
26,17057,12.439415,12.37647,184.8353,183.9,0.528048,0.93530273,"Fulton County, IL"
27,17059,12.621078,11.89191,187.53459,176.7,0.8246332,10.834595,"Gallatin County, IL"
28,17061,12.052304,12.83411,179.08327,190.70001,0.5704601,-11.616745,"Greene County, IL"
29,17063,12.636666,12.3832,187.76622,184.0,0.4712189,3.76622,"Grundy County, IL"
30,17065,10.455874,11.40735,155.36218,169.5,0.92768484,-14.137817,"Hamilton County, IL"
31,17067,13.191941,13.69555,196.01695,203.5,0.5295583,-7.4830475,"Hancock County, IL"
32,17071,13.701474,13.41962,203.58803,199.4,0.5140298,4.188034,"Henderson County, IL"
33,17073,13.735077,13.99167,204.08733,207.9,0.45714492,-3.8126678,"Henry County, IL"
34,17075,12.362897,12.80046,183.69832,190.2,0.523019,-6.5016785,"Iroquois County, IL"
35,17077,10.716872,11.87172,159.2403,176.40001,0.9030021,-17.159714,"Jackson County, IL"
36,17079,11.724609,11.89864,174.21411,176.8,0.68739986,-2.5858917,"Jasper County, IL"
37,17081,9.454334,10.23633,140.48045,152.1,1.0065299,-11.619553,"Jefferson County, IL"
38,17083,11.752642,12.93506,174.63063,192.2,0.6068467,-17.569366,"Jersey County, IL"
39,17085,13.399741,13.00909,199.10463,193.3,0.52489567,5.8046265,"Jo Daviess County, IL"
40,17087,9.818321,11.11123,145.88887,165.1,1.1690782,-19.211136,"Johnson County, IL"
41,17089,12.490077,11.83807,185.58807,175.9,0.5356301,9.68808,"Kane County, IL"
42,17091,11.907518,11.58906,176.93193,172.2,0.5579864,4.7319336,"Kankakee County, IL"
43,17093,12.81331,12.25533,190.39093,182.1,0.47072262,8.290924,"Kendall County, IL"
44,17095,13.7197275,13.72247,203.85925,203.90001,0.43422782,-0.040756226,"Knox County, IL"
45,17097,10.836015,11.08431,161.01062,164.7,0.8926889,-3.6893768,"Lake County, IL"
46,17099,12.989279,12.47069,193.00563,185.3,0.43652612,7.7056274,"LaSalle County, IL"
47,17101,11.058239,11.46792,164.31262,170.40001,0.78073627,-6.087387,"Lawrence County, IL"
48,17103,13.283807,13.0562,197.38197,194.0,0.46945888,3.3819733,"Lee County, IL"
49,17105,12.636357,12.20822,187.76163,181.4,0.45132256,6.3616333,"Livingston County, IL"
50,17107,13.459678,14.10608,199.99521,209.6,0.44559684,-9.604797,"Logan County, IL"
51,17109,13.30362,13.33213,197.67638,198.1,0.46892598,-0.42362976,"McDonough County, IL"
52,17111,12.673226,12.07362,188.30946,179.4,0.54581493,8.90947,"McHenry County, IL"
53,17113,13.293855,13.50711,197.53128,200.7,0.4596443,-3.1687164,"McLean County, IL"
54,17115,13.517929,14.07916,200.86076,209.2,0.51033556,-8.339233,"Macon County, IL"
55,17117,12.167987,12.91487,180.80219,191.90001,0.5695236,-11.097824,"Macoupin County, IL"
56,17119,11.731832,12.51107,174.32143,185.90001,0.75164574,-11.578583,"Madison County, IL"
57,17121,10.9304,12.38993,162.41307,184.1,0.793903,-21.686935,"Marion County, IL"
58,17123,13.423888,13.8638,199.46342,206.0,0.432044,-6.5365753,"Marshall County, IL"
59,17125,12.372823,13.09658,183.84581,194.59999,0.55348927,-10.754181,"Mason County, IL"
60,17127,11.146323,10.99009,165.62144,163.3,0.92360765,2.3214417,"Massac County, IL"
61,17129,12.960015,14.48296,192.57082,215.2,0.50450736,-22.62918,"Menard County, IL"
62,17131,14.297046,12.86103,212.43753,191.09999,0.4847829,21.33754,"Mercer County, IL"
63,17133,10.105495,10.5661,150.15594,157.0,0.9536636,-6.844055,"Monroe County, IL"
64,17135,12.42417,12.84084,184.60876,190.8,0.5460938,-6.1912384,"Montgomery County, IL"
65,17137,12.82122,13.65517,190.50848,202.90001,0.5091221,-12.391525,"Morgan County, IL"
66,17139,12.610844,13.65517,187.38252,202.90001,0.57894117,-15.517487,"Moultrie County, IL"
67,17141,13.915308,12.84084,206.76535,190.8,0.45756394,15.965347,"Ogle County, IL"
68,17143,13.352647,14.37528,198.40486,213.6,0.46280697,-15.195145,"Peoria County, IL"
69,17145,9.846891,10.68724,146.3134,158.8,0.9339764,-12.486603,"Perry County, IL"
70,17147,13.532466,14.17338,201.07677,210.6,0.4894479,-9.523239,"Piatt County, IL"
71,17149,11.87563,12.41685,176.4581,184.5,0.5993106,-8.041901,"Pike County, IL"
72,17151,11.090714,12.5178,164.79517,186.0,0.97080666,-21.204834,"Pope County, IL"
73,17153,10.872487,11.80442,161.55255,175.40001,0.96196026,-13.847458,"Pulaski County, IL"
74,17155,12.94505,13.14369,192.34845,195.3,0.46545216,-2.9515533,"Putnam County, IL"
75,17157,9.580047,11.24583,142.34839,167.09999,0.9879427,-24.751602,"Randolph County, IL"
76,17159,10.953209,11.19199,162.752,166.3,0.7626163,-3.5480042,"Richland County, IL"
77,17161,13.607556,13.34559,202.19252,198.3,0.49515027,3.892517,"Rock Island County, IL"
78,17163,11.100457,10.92952,164.93993,162.4,0.8605792,2.5399323,"St. Clair County, IL"
79,17165,11.455333,12.8543,170.21297,191.0,0.8836854,-20.787033,"Saline County, IL"
80,17167,13.144486,13.64844,195.31183,202.8,0.503135,-7.4881744,"Sangamon County, IL"
81,17169,11.635688,12.30244,172.89284,182.8,0.6086275,-9.907166,"Schuyler County, IL"
82,17171,11.763019,12.66586,174.78482,188.20001,0.59269595,-13.415192,"Scott County, IL"
83,17173,12.315413,13.04947,182.99277,193.9,0.59672815,-10.907227,"Shelby County, IL"
84,17175,14.107227,14.22049,209.61705,211.3,0.44615358,-1.6829529,"Stark County, IL"
85,17177,14.100905,13.72247,209.52312,203.90001,0.46932197,5.623108,"Stephenson County, IL"
86,17179,13.222858,13.18407,196.47635,195.9,0.48469645,0.576355,"Tazewell County, IL"
87,17181,10.186721,10.40458,151.36287,154.6,1.0347588,-3.2371368,"Union County, IL"
88,17183,12.688021,12.787,188.52928,190.0,0.52082837,-1.4707184,"Vermilion County, IL"
89,17185,11.891388,11.49484,176.69225,170.8,0.72199494,5.8922424,"Wabash County, IL"
90,17187,14.381062,14.133,213.68591,210.00002,0.41955763,3.6858978,"Warren County, IL"
91,17189,10.529283,12.114,156.45294,180.0,0.8839666,-23.547058,"Washington County, IL"
92,17191,11.039597,11.42081,164.03561,169.7,0.80745655,-5.664383,"Wayne County, IL"
93,17193,11.2713995,11.89191,167.47993,176.7,0.8318752,-9.220062,"White County, IL"
94,17195,13.528882,12.49761,201.02351,185.7,0.4944797,15.323517,"Whiteside County, IL"
95,17197,11.950791,11.72366,177.5749,174.20001,0.5837276,3.3748932,"Will County, IL"
96,17199,10.405405,10.46515,154.61226,155.5,1.0014591,-0.8877411,"Williamson County, IL"
97,17201,13.254813,12.9216,196.95116,192.0,0.5303376,4.9511566,"Winnebago County, IL"
98,17203,13.035104,13.37251,193.68654,198.7,0.43144357,-5.0134583,"Woodford County, IL"
99,18001,11.764838,12.10727,174.81186,179.90001,0.7101901,-5.08815,"Adams County, IN"
100,18003,11.476205,11.11796,170.5231,165.2,0.7519766,5.323105,"Allen County, IN"
101,18005,11.322358,12.61875,168.23712,187.5,0.68566346,-19.262878,"Bartholomew County, IN"
102,18007,13.292378,13.76285,197.50934,204.5,0.5058906,-6.9906616,"Benton County, IN"
103,18009,12.063778,12.64567,179.25375,187.9,0.68237454,-8.64624,"Blackford County, IN"
104,18011,12.951318,14.93387,192.44157,221.90001,0.56254816,-29.458435,"Boone County, IN"
105,18015,13.450516,14.10608,199.85907,209.6,0.5423482,-9.740936,"Carroll County, IN"
106,18017,12.562752,13.48692,186.66794,200.40001,0.6396595,-13.732071,"Cass County, IN"
107,18019,10.273549,11.66982,152.65303,173.4,0.9721341,-20.746964,"Clark County, IN"
108,18021,12.410354,12.72643,184.40347,189.1,0.5897825,-4.696533,"Clay County, IN"
109,18023,12.93715,13.93783,192.23106,207.1,0.52822995,-14.868942,"Clinton County, IN"
110,18027,11.967858,12.94852,177.8285,192.4,0.7384739,-14.571487,"Daviess County, IN"
111,18029,9.975514,11.65636,148.22458,173.2,0.8861852,-24.975418,"Dearborn County, IN"
112,18031,11.907574,14.09935,176.93274,209.5,0.6801932,-32.56726,"Decatur County, IN"
113,18033,10.586929,9.19318,157.3095,136.6,0.80577636,20.709488,"DeKalb County, IN"
114,18035,11.984007,12.9216,178.06845,192.0,0.71643007,-13.931549,"Delaware County, IN"
115,18037,11.2670145,12.37647,167.41478,183.9,0.85768604,-16.485214,"Dubois County, IN"
116,18039,11.450101,11.76404,170.13522,174.8,0.6793593,-4.6647797,"Elkhart County, IN"
117,18041,12.481526,12.88795,185.46101,191.5,0.62939996,-6.038986,"Fayette County, IN"
118,18043,10.0944805,11.52176,149.99228,171.2,1.1264971,-21.207718,"Floyd County, IN"
119,18045,12.854081,12.57837,190.99675,186.90001,0.52713674,4.0967407,"Fountain County, IN"
120,18047,11.509978,12.44377,171.02493,184.90001,0.7004188,-13.875076,"Franklin County, IN"
121,18049,12.383016,12.1813,183.99727,181.0,0.66787595,2.9972687,"Fulton County, IN"
122,18051,12.39998,13.48019,184.24933,200.3,0.7315572,-16.050674,"Gibson County, IN"
123,18053,12.308525,12.63894,182.89043,187.8,0.67021275,-4.9095764,"Grant County, IN"
124,18055,10.843634,12.40339,161.12383,184.3,0.6856632,-23.176178,"Greene County, IN"
125,18057,12.120456,12.69951,180.09593,188.7,0.70070046,-8.604065,"Hamilton County, IN"
126,18059,11.453362,12.68605,170.1837,188.50002,0.70732886,-18.316315,"Hancock County, IN"
127,18061,10.627907,12.2486,157.91838,182.0,0.96313894,-24.08162,"Harrison County, IN"
128,18063,12.395196,13.80996,184.17825,205.20001,0.61201847,-21.021759,"Hendricks County, IN"
129,18065,12.433473,13.23118,184.747,196.6,0.63545084,-11.853012,"Henry County, IN"
130,18067,13.330557,14.34163,198.07663,213.1,0.5824036,-15.023376,"Howard County, IN"
131,18069,11.726346,12.52453,174.23991,186.1,0.7081373,-11.860092,"Huntington County, IN"
132,18071,10.860263,12.47742,161.37093,185.4,0.7470483,-24.029068,"Jackson County, IN"
133,18073,12.040267,11.59579,178.90442,172.3,0.6448771,6.604416,"Jasper County, IN"
134,18075,11.900008,12.10727,176.82033,179.90001,0.76724267,-3.0796814,"Jay County, IN"
135,18077,9.799619,11.1045,145.61098,165.0,0.92219037,-19.389023,"Jefferson County, IN"
136,18079,10.720294,11.91883,159.29115,177.1,0.80398554,-17.808853,"Jennings County, IN"
137,18081,11.020678,12.39666,163.7545,184.2,0.78300583,-20.445496,"Johnson County, IN"
138,18083,11.641338,12.5851,172.97679,187.0,0.7433523,-14.023209,"Knox County, IN"
139,18085,12.024764,11.63617,178.67406,172.90001,0.63766205,5.774048,"Kosciusko County, IN"
140,18087,10.827844,9.65755,160.8892,143.5,0.7010361,17.389206,"LaGrange County, IN"
141,18089,12.375816,11.52849,183.89029,171.3,0.6866367,12.590286,"Lake County, IN"
142,18091,11.014689,9.94694,163.66553,147.8,0.6915703,15.865524,"LaPorte County, IN"
143,18093,10.740835,12.34282,159.59636,183.40001,0.8870702,-23.80365,"Lawrence County, IN"
