,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,14.601858,0.0,216.96669,0.0,0.45558524,216.96669,"Adams County, IL"
1,17003,11.554348,0.0,171.68422,0.0,0.7927537,171.68422,"Alexander County, IL"
2,17005,12.618156,0.0,187.49118,0.0,0.58402324,187.49118,"Bond County, IL"
3,17007,14.595133,0.0,216.86676,0.0,0.43182954,216.86676,"Boone County, IL"
4,17009,14.190737,0.0,210.85791,0.0,0.5041247,210.85791,"Brown County, IL"
5,17011,15.807919,0.0,234.88734,0.0,0.41248167,234.88734,"Bureau County, IL"
6,17013,13.261002,0.0,197.04312,0.0,0.4805555,197.04312,"Calhoun County, IL"
7,17015,15.955973,0.0,237.08727,0.0,0.38644642,237.08727,"Carroll County, IL"
8,17017,14.777935,0.0,219.583,0.0,0.53376913,219.583,"Cass County, IL"
9,17019,14.860663,0.0,220.81224,0.0,0.5048396,220.81224,"Champaign County, IL"
10,17021,14.935417,0.0,221.92299,0.0,0.4886307,221.92299,"Christian County, IL"
11,17023,13.521313,0.0,200.91104,0.0,0.49734303,200.91104,"Clark County, IL"
12,17025,11.856716,0.0,176.17706,0.0,0.68625385,176.17706,"Clay County, IL"
13,17027,12.336857,0.0,183.3114,0.0,0.6365065,183.3114,"Clinton County, IL"
14,17029,14.852032,0.0,220.68398,0.0,0.46069658,220.68398,"Coles County, IL"
15,17031,11.462899,0.0,170.3254,0.0,0.9559651,170.3254,"Cook County, IL"
16,17033,12.558429,0.0,186.6037,0.0,0.60242397,186.6037,"Crawford County, IL"
17,17035,13.894083,0.0,206.44997,0.0,0.47653046,206.44997,"Cumberland County, IL"
18,17037,14.75129,0.0,219.18707,0.0,0.440395,219.18707,"DeKalb County, IL"
19,17039,15.095134,0.0,224.29619,0.0,0.4809618,224.29619,"De Witt County, IL"
20,17041,14.737376,0.0,218.98033,0.0,0.5036159,218.98033,"Douglas County, IL"
21,17043,12.07666,0.0,179.44518,0.0,0.84697765,179.44518,"DuPage County, IL"
22,17045,15.305235,0.0,227.41806,0.0,0.4695555,227.41806,"Edgar County, IL"
23,17047,11.41055,0.0,169.54755,0.0,0.81859446,169.54755,"Edwards County, IL"
24,17049,13.494494,0.0,200.51254,0.0,0.52117,200.51254,"Effingham County, IL"
25,17051,12.531071,0.0,186.19719,0.0,0.5844046,186.19719,"Fayette County, IL"
26,17053,14.098752,0.0,209.49112,0.0,0.49154612,209.49112,"Ford County, IL"
27,17055,10.595491,0.0,157.43672,0.0,0.90592134,157.43672,"Franklin County, IL"
28,17057,14.614772,0.0,217.15857,0.0,0.4915258,217.15857,"Fulton County, IL"
29,17059,12.363644,0.0,183.70941,0.0,0.6852136,183.70941,"Gallatin County, IL"
30,17061,14.356227,0.0,213.3169,0.0,0.4577939,213.3169,"Greene County, IL"
31,17063,14.435219,0.0,214.49063,0.0,0.4853439,214.49063,"Grundy County, IL"
32,17065,11.369408,0.0,168.93622,0.0,0.79526365,168.93622,"Hamilton County, IL"
33,17067,15.41355,0.0,229.0275,0.0,0.42767856,229.0275,"Hancock County, IL"
34,17069,11.72785,0.0,174.26225,0.0,0.7731476,174.26225,"Hardin County, IL"
35,17071,15.897724,0.0,236.22176,0.0,0.37289402,236.22176,"Henderson County, IL"
36,17073,15.58627,0.0,231.59392,0.0,0.3781189,231.59392,"Henry County, IL"
37,17075,14.2015,0.0,211.01784,0.0,0.47226495,211.01784,"Iroquois County, IL"
38,17077,10.936044,0.0,162.49693,0.0,0.8393486,162.49693,"Jackson County, IL"
39,17079,12.854712,0.0,191.00612,0.0,0.54799664,191.00612,"Jasper County, IL"
40,17081,10.696485,0.0,158.93736,0.0,0.9066001,158.93736,"Jefferson County, IL"
41,17083,13.680765,0.0,203.28032,0.0,0.4311998,203.28032,"Jersey County, IL"
42,17085,15.101465,0.0,224.39027,0.0,0.39724427,224.39027,"Jo Daviess County, IL"
43,17087,10.712488,0.0,159.17516,0.0,0.893127,159.17516,"Johnson County, IL"
44,17089,14.00573,0.0,208.10892,0.0,0.49549776,208.10892,"Kane County, IL"
45,17091,14.077613,0.0,209.17702,0.0,0.5134925,209.17702,"Kankakee County, IL"
46,17093,14.249157,0.0,211.72597,0.0,0.4725303,211.72597,"Kendall County, IL"
47,17095,15.4936495,0.0,230.21768,0.0,0.41112015,230.21768,"Knox County, IL"
48,17097,11.8863125,0.0,176.61684,0.0,0.69650155,176.61684,"Lake County, IL"
49,17099,14.991213,0.0,222.75204,0.0,0.42459974,222.75204,"LaSalle County, IL"
50,17101,12.17659,0.0,180.93002,0.0,0.6974386,180.93002,"Lawrence County, IL"
51,17103,15.37119,0.0,228.39807,0.0,0.42983267,228.39807,"Lee County, IL"
52,17105,14.748423,0.0,219.14447,0.0,0.47632825,219.14447,"Livingston County, IL"
53,17107,15.429773,0.0,229.26855,0.0,0.473966,229.26855,"Logan County, IL"
54,17109,15.706761,0.0,233.38428,0.0,0.4366947,233.38428,"McDonough County, IL"
55,17111,13.505381,0.0,200.6743,0.0,0.5147219,200.6743,"McHenry County, IL"
56,17113,15.180069,0.0,225.55823,0.0,0.47262204,225.55823,"McLean County, IL"
57,17115,14.895567,0.0,221.33086,0.0,0.5015776,221.33086,"Macon County, IL"
58,17117,13.770039,0.0,204.60681,0.0,0.5070441,204.60681,"Macoupin County, IL"
59,17119,13.094423,0.0,194.56796,0.0,0.5287107,194.56796,"Madison County, IL"
60,17121,11.812242,0.0,175.51622,0.0,0.69481665,175.51622,"Marion County, IL"
61,17123,15.374661,0.0,228.44965,0.0,0.44605312,228.44965,"Marshall County, IL"
62,17125,14.818804,0.0,220.19025,0.0,0.5403741,220.19025,"Mason County, IL"
63,17127,11.444462,0.0,170.05144,0.0,0.82012105,170.05144,"Massac County, IL"
64,17129,15.30794,0.0,227.45824,0.0,0.5037743,227.45824,"Menard County, IL"
65,17131,15.920002,0.0,236.55278,0.0,0.36791736,236.55278,"Mercer County, IL"
66,17133,11.1739,0.0,166.0312,0.0,0.67994416,166.0312,"Monroe County, IL"
67,17135,13.745061,0.0,204.23567,0.0,0.494033,204.23567,"Montgomery County, IL"
