,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,11.139569,12.93506,165.52109,192.2,1.060819,-26.67891,"Adams County, IL"
1,17003,10.46147,10.72762,155.44531,159.40001,1.2310904,-3.9546967,"Alexander County, IL"
2,17005,9.512514,11.48811,141.34494,170.7,1.2226094,-29.355057,"Bond County, IL"
3,17007,13.488424,12.78027,200.42235,189.9,0.62967515,10.522354,"Boone County, IL"
4,17009,10.888592,12.69951,161.79185,188.7,1.0742408,-26.908142,"Brown County, IL"
5,17011,13.4464035,14.49642,199.79797,215.4,0.66895103,-15.60202,"Bureau County, IL"
6,17013,10.28223,10.4988,152.78203,156.0,1.1395057,-3.2179718,"Calhoun County, IL"
7,17015,13.770384,16.0174,204.61195,238.00002,0.625994,-33.38806,"Carroll County, IL"
8,17017,12.228858,13.10331,181.70667,194.7,0.9469676,-12.993332,"Cass County, IL"
9,17019,12.79339,13.91764,190.09496,206.8,0.8527361,-16.705048,"Champaign County, IL"
10,17021,12.649027,14.806,187.94987,220.0,0.86856395,-32.050125,"Christian County, IL"
11,17023,10.517376,12.51107,156.27602,185.90001,1.0404024,-29.623993,"Clark County, IL"
12,17025,10.5064125,8.04908,156.11311,119.6,1.1224099,36.513115,"Clay County, IL"
13,17027,10.192284,10.59975,151.44553,157.5,1.1985867,-6.054474,"Clinton County, IL"
14,17029,11.384601,14.01859,169.16197,208.3,1.0479928,-39.13803,"Coles County, IL"
15,17033,9.737892,11.60925,144.69379,172.5,1.1608478,-27.806213,"Crawford County, IL"
16,17035,10.550497,12.19476,156.76816,181.20001,1.096779,-24.431854,"Cumberland County, IL"
17,17037,13.3838215,13.73593,198.86807,204.1,0.630713,-5.2319336,"DeKalb County, IL"
18,17039,13.759426,13.53403,204.44913,201.1,0.8180185,3.349121,"De Witt County, IL"
19,17041,12.566151,14.26087,186.71843,211.90001,0.9024561,-25.18158,"Douglas County, IL"
20,17045,11.890976,13.89072,176.68613,206.40001,0.95877403,-29.713882,"Edgar County, IL"
21,17047,9.630177,11.53522,143.09326,171.40001,1.2835796,-28.306747,"Edwards County, IL"
22,17049,10.369122,12.70624,154.07314,188.8,1.1152393,-34.726868,"Effingham County, IL"
23,17051,10.129234,11.46119,150.50868,170.3,1.1429285,-19.79132,"Fayette County, IL"
24,17053,12.0303545,14.29452,178.75713,212.40001,0.9318728,-33.642883,"Ford County, IL"
25,17055,9.06732,10.5661,134.72986,157.0,1.3503845,-22.270142,"Franklin County, IL"
26,17057,11.8924055,13.36578,176.70737,198.6,0.97053635,-21.89264,"Fulton County, IL"
27,17059,10.697063,12.80719,158.94597,190.3,1.1120112,-31.354034,"Gallatin County, IL"
28,17061,10.995428,13.48692,163.37932,200.40001,1.0019171,-37.02069,"Greene County, IL"
29,17063,12.558121,14.04551,186.59912,208.70001,0.80041337,-22.100891,"Grundy County, IL"
30,17065,9.154773,11.72366,136.02931,174.20001,1.2898579,-38.1707,"Hamilton County, IL"
31,17067,12.3530855,15.00117,183.55254,222.90001,0.94228417,-39.347473,"Hancock County, IL"
32,17071,13.437643,15.06847,199.6678,223.90001,0.83491474,-24.232208,"Henderson County, IL"
33,17073,13.494096,14.64448,200.50662,217.6,0.6829611,-17.093384,"Henry County, IL"
34,17075,11.883574,13.3927,176.57613,199.0,0.9240607,-22.423874,"Iroquois County, IL"
35,17077,9.273831,11.21891,137.79839,166.70001,1.3882338,-28.901627,"Jackson County, IL"
36,17079,10.00372,12.07362,148.64369,179.4,1.114709,-30.756302,"Jasper County, IL"
37,17081,9.924025,8.60767,147.4595,127.9,1.2558446,19.559502,"Jefferson County, IL"
38,17083,10.978963,11.5756,163.13466,172.0,1.0122864,-8.865341,"Jersey County, IL"
39,17085,12.462918,12.87449,185.18452,191.3,0.8047738,-6.1154785,"Jo Daviess County, IL"
40,17087,9.294425,10.22287,138.10439,151.9,1.3950846,-13.7956085,"Johnson County, IL"
41,17089,13.173624,11.87172,195.74478,176.40001,0.6672963,19.344772,"Kane County, IL"
42,17091,11.482172,13.18407,170.61177,195.9,0.9523906,-25.288223,"Kankakee County, IL"
43,17093,12.573479,14.09935,186.82732,209.5,0.7416411,-22.672684,"Kendall County, IL"
44,17095,13.820202,15.44535,205.35219,229.5,0.75722116,-24.147812,"Knox County, IL"
45,17097,11.0992565,9.73158,164.92209,144.59999,0.950308,20.322098,"Lake County, IL"
46,17099,13.020332,14.13973,193.46706,210.1,0.68989176,-16.63295,"LaSalle County, IL"
47,17101,11.625418,11.11123,172.74023,165.1,1.038605,7.6402283,"Lawrence County, IL"
48,17103,13.200342,14.0657,196.14178,209.0,0.6709961,-12.858215,"Lee County, IL"
49,17105,12.569,14.12627,186.76077,209.90001,0.8869465,-23.139236,"Livingston County, IL"
50,17107,13.4248295,14.3349,199.4774,213.0,0.8616857,-13.522598,"Logan County, IL"
51,17109,12.870888,14.92714,191.24648,221.8,0.88229555,-30.553528,"McDonough County, IL"
52,17111,13.156061,11.96594,195.48383,177.8,0.6690403,17.683823,"McHenry County, IL"
53,17113,13.711403,15.06847,203.73557,223.90001,0.8337862,-20.164444,"McLean County, IL"
54,17115,12.830606,14.57045,190.64795,216.5,0.9104045,-25.85205,"Macon County, IL"
55,17117,11.12521,12.82738,165.30772,190.6,1.0039884,-25.292282,"Macoupin County, IL"
56,17119,10.404752,11.97267,154.60255,177.9,1.1074176,-23.29744,"Madison County, IL"
57,17121,9.544773,9.69793,141.82426,144.1,1.2025573,-2.2757416,"Marion County, IL"
58,17123,13.57058,15.52611,201.64308,230.7,0.72209364,-29.056915,"Marshall County, IL"
59,17125,11.518765,13.58114,171.1555,201.8,1.117844,-30.6445,"Mason County, IL"
60,17127,10.856503,12.03324,161.31505,178.8,1.1370416,-17.484955,"Massac County, IL"
61,17129,12.668499,14.85311,188.23921,220.70001,0.9141167,-32.4608,"Menard County, IL"
62,17131,14.020117,16.06451,208.3227,238.70001,0.7290713,-30.37732,"Mercer County, IL"
63,17133,9.866369,8.99801,146.60281,133.7,1.1739749,12.902817,"Monroe County, IL"
64,17135,11.508879,13.2581,171.0086,197.0,0.96573234,-25.991394,"Montgomery County, IL"
65,17137,12.100671,13.25137,179.80194,196.90001,0.9246904,-17.098068,"Morgan County, IL"
66,17139,12.206917,14.50988,181.38063,215.6,0.97282577,-34.219376,"Moultrie County, IL"
67,17141,13.35273,13.9311,198.4061,207.0,0.6491444,-8.593903,"Ogle County, IL"
68,17143,13.3756275,15.32421,198.74632,227.70001,0.7874682,-28.95369,"Peoria County, IL"
